First Name,Last Name,Date of Birth,Address,Zipcode,Gender,Race / Ethnicity,English Fluency,Spanish Fluency,Education,High School GPA,College GPA,Years of Experience,Years of Volunteering,Myers Briggs Type,Twitter followers,Instagram Followers,Requires Sponsorship,Customer Satisfaction Rating,Sales Rating,Fired
Dawn,Gallagher,1994-10-05,8532 Jones Isle Suite 828,55864,Female,Black,Basic,Basic,None,,,3.5,0.0,ESTP,604,1706,False,0.74,0.69,Current Employee
Sarah,West,1985-10-16,29046 Melissa Extension Apt. 723,55864,Female,Black,Fluent,Basic,None,,,14.0,0.0,ENFJ,1151,6942,True,3.41,2.98,Current Employee
Julia,Pratt,1995-03-03,4396 Sarah Corners,59010,Female,Black,Proficient,Basic,High School,3.37,3.77,4.7,0.0,ESFJ,1510,2720,False,1.43,1.22,Current Employee
Timothy,Mosley,1995-04-16,015 Robinson Trace Apt. 021,59010,Male,Black,Fluent,Basic,High School,2.76,3.0,4.7,0.0,ESTP,408,691,False,1.45,1.43,Current Employee
Chad,Jones,1998-01-22,241 Mcdaniel Haven,60531,Male,Black,Fluent,Basic,None,,,1.8,0.0,ESFP,519,806,False,0.78,0.58,Current Employee
Donna,Mercer,1992-06-27,33662 Jones Fords Apt. 646,59010,Female,Black,Proficient,Basic,Associates,2.9,2.71,5.4,0.0,ISFJ,376,1507,False,1.56,1.43,Current Employee
Amber,Burton,1989-07-04,061 Anna Glen,55864,Female,Black,Basic,Basic,High School,3.9,3.24,8.3,0.0,INFP,421,510,False,2.02,1.83,Current Employee
Alicia,Reyes,1992-03-23,2711 Donaldson Falls Apt. 011,30167,Female,Black,Proficient,Basic,None,,,6.8,0.0,ESFP,2006,723,False,1.77,1.48,Current Employee
Mary,Robinson,1993-12-18,75855 Espinoza Branch Apt. 976,60531,Female,Black,Basic,Basic,High School,2.99,3.01,4.0,0.0,ESFP,1114,4475,False,1.11,0.98,Current Employee
Timothy,Morrow,1982-12-12,62748 Williams Station,86553,Male,Black,Basic,Basic,Associates,2.61,3.8,14.7,0.0,ISFP,397,1441,False,3.52,3.26,Current Employee
Chelsea,Smith,1988-04-24,5655 Katie Forge,60531,Female,Black,Basic,Basic,None,,,11.8,0.0,ENTJ,925,1108,False,2.51,2.27,Current Employee
Jaime,Cruz,1996-06-25,9340 Matthews Island Suite 596,59010,Female,Black,Basic,Basic,High School,3.16,3.63,1.9,0.0,ISTP,880,555,False,0.45,0.53,Fired
Tricia,Kent,1985-12-08,53058 Donovan Village,43711,Female,Black,Proficient,Basic,High School,3.72,3.58,11.1,0.0,INFJ,929,521,False,2.78,2.47,Current Employee
Jade,King,1993-07-14,42744 Herrera Pike Suite 118,86553,Female,Black,Fluent,Basic,None,,,5.9,0.0,ISTP,311,2598,True,1.47,1.38,Current Employee
Dana,Brown,1992-05-21,112 Clayton Street Apt. 487,30167,Female,Black,Proficient,Basic,High School,2.19,2.8,6.0,0.0,ISTJ,478,1341,False,1.45,1.38,Current Employee
Martha,Ramirez,1994-09-25,435 Trevor Fork Apt. 243,43357,Female,Black,Basic,Basic,None,,,4.7,0.0,INFJ,334,602,False,0.97,0.74,Current Employee
Eric,Odom,1985-03-19,11759 Jesus Ranch,43711,Male,Black,Basic,Basic,High School,2.06,2.91,13.5,0.0,ENTJ,525,2205,False,2.99,2.81,Current Employee
Caitlin,Hill,1983-04-13,56629 May Pike Apt. 549,55864,Female,Black,Fluent,Basic,High School,2.89,3.65,15.4,0.0,ESFP,4408,29410,False,3.89,3.5,Fired
Karen,Tanner,1994-08-18,1614 Garrett Pines Suite 322,43357,Female,Black,Basic,Basic,High School,2.92,3.35,3.4,0.0,ISTJ,326,68185,False,0.72,0.72,Current Employee
Kelly,Mora,1986-09-25,4778 Peterson Green Suite 790,59010,Female,Black,Proficient,Basic,Associates,2.71,2.71,11.6,0.0,INTP,362,8098,False,2.88,2.85,Current Employee
Diane,Simmons,1986-02-11,48306 Lawrence Flat Apt. 196,43711,Female,Black,Fluent,Basic,High School,2.18,3.84,12.3,0.0,ENFP,771,923,False,3.21,2.91,Current Employee
Maurice,Bennett,1984-11-27,25733 James Curve,43711,Male,Black,Basic,Basic,None,,,13.3,0.0,ENTP,524,628,True,2.89,2.7,Current Employee
Matthew,Lewis,1998-02-22,02417 Allen Viaduct,60531,Male,Black,Basic,Basic,None,,,1.7,0.0,ISFJ,323,614,False,0.29,0.09,Fired
David,Day,1983-10-19,49917 Christopher Circle Apt. 595,55864,Male,Black,Fluent,Basic,High School,3.18,3.48,14.7,0.0,INFP,403,566,False,3.69,3.34,Current Employee
Ashley,Moore,1988-06-16,1825 Jacob Ridge Apt. 433,60531,Female,Black,Fluent,Basic,Associates,3.73,2.85,10.9,0.0,ENFP,434,502,False,3.06,2.87,Current Employee
Stephanie,Kim,1991-08-28,903 Ashley Knolls,55864,Female,Black,Proficient,Basic,Associates,2.87,3.91,7.2,0.0,ESTP,423,1489,True,2.11,2.15,Current Employee
Bianca,Potter,1990-05-09,877 Calvin Points Suite 115,59010,Female,Black,Basic,Basic,High School,2.66,3.0,8.9,0.0,ESFP,313,547,True,2.15,1.95,Current Employee
Shelby,Cruz,1989-07-05,5705 Torres Parkways Suite 202,30167,Female,Black,Basic,Basic,High School,3.33,2.93,9.6,0.0,ESFJ,339,693,False,2.29,2.0,Current Employee
Juan,Nguyen,1993-01-29,357 Gates Drives,59010,Male,Black,Basic,Basic,None,,,4.3,0.0,INTP,335,14325,False,0.84,0.81,Current Employee
Sheena,Nelson,1995-09-10,896 Bruce Land,86553,Female,Black,Fluent,Basic,High School,3.53,2.97,2.6,0.0,ISTP,540,2570,False,0.94,0.97,Current Employee
Julia,Russell,1989-11-13,40392 Nicholas Fall,60531,Female,Black,Proficient,Basic,High School,3.62,3.9,8.6,0.0,ENFP,484,1161,False,2.38,2.16,Current Employee
Stacy,Hardy,1997-03-27,20092 Joseph Pine Apt. 110,60531,Female,Black,Fluent,Basic,None,,,1.3,0.0,INTJ,406,17707,False,0.45,0.41,Fired
Elizabeth,Medina,1994-03-13,81853 Jones Manors,60531,Female,Black,Proficient,Basic,High School,2.56,3.15,4.5,0.0,ISTJ,515,2358,False,1.14,1.1,Current Employee
Juan,Fitzpatrick,1994-12-15,9973 Carpenter Court Suite 090,59010,Male,Black,Fluent,Basic,Associates,4.0,3.59,4.8,0.0,ESFJ,2388,827,False,1.71,1.57,Current Employee
Anthony,Munoz,1989-10-15,0506 Clark Spurs Suite 191,43357,Male,Black,Fluent,Basic,High School,2.67,3.4,9.3,0.0,ESTP,326,1245,False,2.45,2.34,Current Employee
Diamond,Montgomery,1985-01-06,02683 Brooks Causeway Apt. 761,30167,Female,Black,Proficient,Basic,High School,2.43,3.1,13.6,0.0,ISFP,827,858,False,3.26,2.93,Current Employee
Janet,Turner,1987-06-16,2538 Richard Lake,30167,Female,Black,Proficient,Basic,High School,2.58,3.52,10.4,0.0,INFJ,1568,1633,False,2.56,2.28,Current Employee
David,Watson,1985-08-01,181 Boyd Loop,60531,Male,Black,Fluent,Basic,High School,3.55,2.73,13.8,0.0,ISTP,773,675,True,3.37,3.19,Current Employee
Alejandro,Farrell,1985-11-09,72648 Steven Well Suite 712,30167,Male,Black,Fluent,Proficient,None,,,11.5,0.0,ESFP,530,926,True,2.98,2.67,Current Employee
Janice,Conway,1984-09-01,7448 Jennifer Landing,43357,Female,Black,Fluent,Basic,None,,,13.4,0.0,ESFP,3978,11123,False,3.31,2.88,Current Employee
Patrick,James,1985-03-19,043 Lindsey Viaduct,55864,Male,Black,Fluent,Basic,High School,2.07,2.79,12.0,0.0,ISFJ,404,3612,False,2.96,2.61,Current Employee
Daniel,Russell,1998-10-23,196 Jones Mountain,55864,Male,Black,Fluent,Basic,None,,,0.3,0.0,ESFJ,591,4452,False,0.41,0.2,Fired
Joshua,Li,1993-04-08,316 Carpenter Parkways,55864,Male,Black,Fluent,Basic,High School,3.48,3.18,6.5,0.0,INTP,307,877,False,1.81,1.78,Current Employee
Samantha,Mcclure,1988-03-27,0784 Jennifer Village Suite 044,30167,Female,Black,Proficient,Basic,High School,3.07,3.41,10.1,0.0,ESTJ,478,2175,False,2.49,2.32,Current Employee
Danielle,Barrett,1986-07-19,33761 Hicks Drive Suite 268,60531,Female,Black,Basic,Basic,None,,,12.6,0.0,ISTP,752,2339,False,2.6,2.38,Current Employee
Samantha,Alvarado,1990-04-22,733 Dennis Spring Suite 644,59010,Female,Black,Proficient,Basic,Associates,3.59,3.01,7.8,0.0,ESFJ,381,2422,False,2.21,2.03,Current Employee
Joseph,Hood,1992-03-04,764 Gray Trafficway Suite 917,59010,Male,Black,Proficient,Basic,High School,3.1,2.56,8.0,0.0,ESFJ,510,2510,False,2.13,1.85,Current Employee
Andrea,Rogers,1983-12-31,624 Torres Street Suite 827,30167,Female,Black,Fluent,Basic,Associates,2.29,3.21,13.3,0.0,ESTP,635,949,False,3.48,3.37,Current Employee
Corey,Hamilton,1994-03-09,349 Hickman Valleys,60531,Male,Black,Basic,Basic,High School,2.43,3.75,3.8,0.0,ISFJ,322,511,True,0.88,0.75,Current Employee
Margaret,Ray,1995-07-20,1502 Matthew Hill,55864,Female,Black,Fluent,Basic,High School,2.41,3.04,4.6,0.0,ESTP,4536,706,False,1.41,1.4,Current Employee
Angela,Curtis,1989-01-25,6051 Richards Ports Suite 271,60531,Female,Black,Fluent,Basic,None,,,10.6,0.0,ESTP,392,581,False,2.59,2.36,Current Employee
Victoria,Singh,1994-10-12,872 Griffin Manors Apt. 736,72361,Female,Black,Proficient,Basic,Associates,2.33,3.34,3.6,0.0,ISFP,392,527,False,1.28,1.23,Current Employee
Ethan,Tucker,1997-03-01,5313 Brianna Bypass,59010,Male,Black,Basic,Proficient,High School,3.23,3.31,1.3,0.0,ESTJ,2121,736,True,0.46,0.58,Fired
Phillip,Vasquez,1988-08-02,71005 Fisher Pass Apt. 919,59010,Male,Black,Fluent,Basic,None,,,10.6,0.0,INFP,414,3229,False,2.62,2.28,Current Employee
Annette,Nelson,1992-10-25,4562 Carrie Passage,59010,Female,Black,Basic,Basic,High School,2.65,3.75,5.4,0.0,INTP,982,513,False,1.22,1.25,Current Employee
Becky,Cobb,1998-09-24,4519 Nancy Expressway Apt. 209,43711,Female,Black,Proficient,Proficient,None,,,1.5,0.0,ESFJ,335,1473,True,0.65,0.51,Current Employee
Cody,Robles,1983-10-05,18579 Breanna Burg Suite 116,59010,Male,Black,Basic,Basic,High School,2.33,3.73,14.8,0.0,ESTJ,322,127268,False,3.26,3.02,Current Employee
Karen,Poole,1997-04-09,9990 Joseph Prairie,43357,Female,Black,Basic,Proficient,High School,3.94,2.78,0.2,0.0,ESFJ,378,3763,False,0.37,0.33,Fired
Nicholas,Smith,1993-07-13,080 Jones Port Apt. 816,43357,Male,Black,Fluent,Basic,High School,3.44,3.6,5.6,0.0,ISFP,864,886,False,1.69,1.5,Current Employee
Caitlin,Pierce,1998-01-25,725 Carl Track Suite 076,59010,Female,Black,Basic,Basic,High School,2.13,3.36,1.7,0.0,ENTJ,1912,1550,False,0.43,0.49,Fired
Sara,Miller,1983-09-13,911 York Lights Suite 010,30167,Female,Black,Proficient,Basic,High School,3.77,3.68,14.5,0.0,ENTJ,321,1320,False,3.52,3.28,Current Employee
Jessica,Cooper,1989-02-22,1031 Thompson Branch,86553,Female,Black,Proficient,Basic,None,,,9.9,0.0,ISTJ,797,4324,False,2.17,1.94,Current Employee
Jason,Taylor,1993-07-08,611 Hall Forge,43357,Male,Black,Basic,Basic,High School,3.63,3.1,4.9,0.0,ISFP,311,1735,False,1.23,1.09,Current Employee
Alexander,Ortega,1995-11-30,95351 Louis Path,60531,Male,Black,Proficient,Proficient,None,,,2.0,0.0,ISTP,339,828,False,0.6,0.63,Current Employee
Amber,Warren,1991-02-28,95728 Tony Street,43357,Female,Black,Fluent,Basic,High School,3.51,3.47,6.7,0.0,INFP,670,2807,False,1.97,1.78,Current Employee
Chad,Donovan,1994-07-21,53496 Shari Plaza,55864,Male,Black,Basic,Basic,None,,,5.4,0.0,ISFP,2891,4276,False,1.14,0.91,Current Employee
Monica,Velazquez,1996-07-15,430 Tate Roads,30167,Female,Black,Fluent,Basic,Associates,3.45,2.79,2.8,0.0,ISTP,9329,2220,False,1.05,1.16,Current Employee
Sarah,Alvarez,1984-07-13,983 Diana Junction,72361,Female,Black,Proficient,Basic,Associates,2.28,3.09,15.5,0.0,ENFJ,308,1298,False,3.91,3.59,Current Employee
Anne,Dalton,1997-03-26,29766 Jesse Park,72361,Female,Black,Basic,Basic,High School,2.13,2.78,2.9,0.0,ENTJ,397,507,False,0.69,0.72,Current Employee
Sandra,Miller,1984-05-30,76656 John Cove Apt. 054,60531,Female,Black,Fluent,Basic,High School,2.29,4.0,15.5,0.0,INTJ,1146,2832,False,3.64,3.4,Current Employee
Erin,Jones,1992-08-08,16304 Craig Junction,43711,Female,Black,Basic,Basic,Associates,3.17,2.55,6.7,0.0,ENTJ,314,12759,False,1.64,1.68,Current Employee
Desiree,Chan,1983-01-30,018 Bryan Flat,72361,Female,Black,Basic,Basic,High School,2.66,2.95,15.4,0.0,INTJ,1531,523,True,3.33,3.14,Current Employee
David,Harrington,1984-04-02,10725 Lindsey Landing Apt. 572,59010,Male,Black,Fluent,Basic,Associates,2.46,3.31,13.1,0.0,ESTP,517,719,False,3.45,3.34,Current Employee
Lisa,Franklin,1995-10-28,631 Mills Summit Suite 947,43711,Female,Black,Fluent,Basic,High School,3.93,3.88,3.8,0.0,ESFP,422,28482,False,1.43,1.27,Current Employee
Michael,Mann,1989-04-19,015 Erin Street,43711,Male,Black,Fluent,Basic,High School,3.87,2.64,10.3,0.0,ISFJ,422,1496,False,2.67,2.35,Current Employee
Marc,Allen,1994-09-03,140 Ryan Throughway Suite 517,60531,Male,Black,Proficient,Basic,High School,3.32,3.46,4.9,0.0,ISTJ,495,2157,False,1.27,1.21,Current Employee
Kyle,Durham,1984-02-12,9012 Robert Shores Apt. 642,60531,Male,Black,Fluent,Basic,High School,3.6,3.54,13.3,0.0,ISFP,370,656,False,3.37,3.03,Current Employee
Angela,Gibson,1993-08-05,262 Daniel Curve,60531,Female,Black,Basic,Basic,High School,3.18,2.82,4.2,0.0,ESFJ,498,674,False,1.11,0.93,Current Employee
Christopher,Brooks,1992-07-03,60644 Ingram Mission Suite 135,72361,Male,Black,Fluent,Basic,Associates,2.07,2.66,5.8,0.0,ISTJ,2189,1685,True,1.64,1.68,Current Employee
Noah,Beck,1988-09-22,61918 Kevin Junctions,59010,Male,Black,Proficient,Basic,High School,2.23,3.11,12.0,0.0,ENFJ,826,1634,False,2.98,2.66,Current Employee
Laura,Marsh,1991-07-07,537 Flynn Bypass,43711,Female,Black,Proficient,Basic,Associates,3.05,3.65,6.8,0.0,ISTJ,410,602,False,1.85,1.83,Current Employee
Colin,Taylor,1987-05-26,67144 Wong Vista Suite 886,30167,Male,Black,Proficient,Basic,High School,2.07,2.77,12.1,0.0,ISTJ,650,853,False,2.76,2.57,Current Employee
Jacob,Davis,1985-04-19,37933 Colleen Extensions Apt. 883,59010,Male,Black,Fluent,Proficient,None,,,12.5,0.0,ESTJ,382,710,False,3.04,2.79,Current Employee
Dawn,Mendoza,1993-04-21,7305 Sierra Wall Apt. 700,43357,Female,Black,Fluent,Basic,None,,,4.9,0.0,ENFJ,909,776,True,1.44,1.19,Current Employee
Jessica,Walker,1997-03-13,360 Allen Viaduct Suite 888,59010,Female,Black,Fluent,Basic,High School,2.91,3.07,0.6,0.0,ISTP,316,1184,False,0.48,0.55,Fired
Michaela,Cruz,1995-06-02,1073 Wilson Mission Apt. 198,55864,Female,Black,Basic,Basic,High School,3.59,2.86,2.5,0.0,INFP,409,542,False,0.75,0.68,Current Employee
Kristi,Brown,1994-03-18,91856 Andrews Pass,43711,Female,Black,Fluent,Basic,High School,2.14,2.88,5.6,0.0,ISTJ,653,2142,False,1.46,1.39,Current Employee
Benjamin,Mullen,1988-12-01,01868 Wilkinson Highway Apt. 754,43711,Male,Black,Basic,Basic,Associates,3.38,3.08,9.4,0.0,ESTP,793,1712,False,2.3,2.3,Current Employee
Jennifer,Webb,1995-04-13,433 Hernandez Islands,55864,Female,Black,Fluent,Basic,High School,3.97,3.3,4.6,0.0,ESTJ,510,701,False,1.44,1.37,Current Employee
Mark,Pineda,1994-07-02,4407 Olivia Forest,60531,Male,Black,Basic,Basic,High School,2.09,3.53,5.4,0.0,ESTP,736,1095,False,1.25,1.25,Current Employee
Alicia,Anderson,1984-01-16,31695 Michael Squares,30167,Female,Black,Fluent,Basic,High School,2.64,2.99,14.3,0.0,ESTP,373,11593,False,3.54,3.32,Current Employee
Shelly,Craig,1995-06-30,21070 Porter Flat Apt. 556,43711,Female,Black,Fluent,Basic,High School,3.18,3.19,4.7,0.0,ISTP,616,2419,True,1.37,1.38,Current Employee
Kristen,Reed,1996-04-15,44203 Larsen Walk Suite 221,43711,Female,Black,Proficient,Basic,High School,2.92,3.89,1.9,0.0,ISTP,811,1191,False,0.65,0.71,Current Employee
Patrick,Romero,1994-05-04,126 Blake Prairie Suite 612,60531,Male,Black,Fluent,Basic,None,,,4.6,0.0,ESFP,308,8934,False,1.4,1.14,Current Employee
Christina,Grant,1989-09-03,8459 Barnes Skyway Apt. 590,72361,Female,Black,Basic,Basic,High School,3.64,3.21,8.2,0.0,ESFP,769,586,False,2.06,1.84,Current Employee
Jennifer,Mitchell,1990-07-22,321 Christensen Keys Suite 987,59010,Female,Black,Fluent,Basic,High School,2.79,3.58,8.4,0.0,ISFP,487,546,False,2.26,2.02,Current Employee
Nancy,Lopez,1988-02-01,53094 Travis Green,43711,Female,Black,Fluent,Basic,High School,3.05,2.97,10.9,0.0,INTJ,371,641,False,2.69,2.53,Current Employee
Jennifer,Barnes,1984-12-05,11346 Johnson Village,43711,Female,Black,Proficient,Basic,High School,3.33,2.9,13.1,0.0,ENTP,306,1677,False,3.24,3.08,Current Employee
Wesley,Oconnor,1984-05-29,57670 Madison Creek,30167,Male,Black,Proficient,Basic,High School,2.26,3.57,14.1,0.0,ISFJ,444,3947,False,3.31,2.93,Current Employee
John,Jacobs,1995-08-25,39135 Alan Mall Suite 582,55864,Male,Black,Proficient,Basic,None,,,3.8,0.0,ISTJ,503,1005,False,0.85,0.74,Current Employee
Kathleen,Taylor,1984-02-09,435 Christopher Summit Apt. 634,30167,Female,Black,Proficient,Basic,Associates,3.95,2.87,14.1,0.0,ESFJ,398,1411,False,3.57,3.25,Current Employee
Carla,Young,1984-06-10,081 Campbell Plains,60531,Female,Black,Proficient,Basic,None,,,14.9,0.0,ENTP,387,556,False,3.45,3.17,Current Employee
Erika,Garcia,1989-08-07,207 White Lane Apt. 667,43711,Female,Black,Proficient,Basic,None,,,9.0,0.0,INFJ,516,601,False,2.12,1.78,Current Employee
Angela,Campbell,1997-04-15,4795 Norton Drive,43711,Female,Black,Basic,Basic,High School,3.01,3.17,1.2,0.0,INFJ,2486,733,True,0.38,0.32,Fired
Samantha,Smith,1990-04-03,230 Amanda Squares,60531,Female,Black,Fluent,Basic,High School,3.52,3.8,8.3,0.0,ESTP,572,14592,False,2.28,2.18,Current Employee
Jacqueline,Gordon,1992-10-08,543 Mullins Stravenue Apt. 275,86553,Female,Black,Fluent,Basic,High School,2.12,3.6,5.2,0.0,ISTP,5017,1307,False,1.43,1.41,Current Employee
Brandy,Nichols,1990-07-19,272 Melissa Gardens Apt. 858,43357,Female,Black,Proficient,Basic,None,,,9.9,0.0,ESTP,788,4436,False,2.33,2.13,Current Employee
Jason,Levine,1987-08-14,4909 Melissa Radial Suite 477,55864,Male,Black,Proficient,Basic,None,,,11.7,0.0,ISTJ,406,728,False,2.57,2.3,Current Employee
Lindsay,Evans,1991-03-22,03603 James Mill,86553,Female,Black,Proficient,Basic,High School,3.97,2.59,7.9,0.0,ESTP,468,626,False,2.11,2.03,Current Employee
Dwayne,Ferguson,1993-02-26,62119 John Harbor Apt. 797,43357,Male,Black,Basic,Basic,None,,,4.8,0.0,ESFP,1518,51913,False,1.13,0.9,Current Employee
Heather,Jenkins,1983-07-27,02553 Janet Ferry,60531,Female,Black,Proficient,Basic,None,,,15.5,0.0,ISTJ,305,567,False,3.39,3.04,Current Employee
Brianna,Garcia,1988-11-11,009 Jo Garden,55864,Female,Black,Basic,Proficient,High School,3.43,2.55,8.5,0.0,ESTP,501,4933,False,2.09,2.08,Current Employee
Laura,Woods,1985-04-04,833 Lopez Squares,30167,Female,Black,Proficient,Basic,None,,,12.9,0.0,ISFP,633,625,True,2.99,2.61,Current Employee
Laura,Barron,1987-10-21,90332 Dawn Fort,59010,Female,Black,Fluent,Basic,Associates,2.59,3.19,11.9,0.0,INTJ,327,1405,True,3.04,2.98,Current Employee
Justin,Johnson,1985-02-03,097 Daniel River Suite 056,60531,Male,Black,Basic,Basic,High School,2.91,2.82,13.8,0.0,ESFJ,313,675,False,3.17,2.8,Current Employee
Traci,Martinez,1992-04-25,67480 Rivera Pike,55864,Female,Black,Basic,Basic,None,,,7.8,0.0,ESFP,330,633,False,1.77,1.48,Current Employee
Cole,Bailey,1989-10-22,5966 Randy Fords,43711,Male,Black,Basic,Basic,Associates,3.93,3.21,9.4,0.0,ESTJ,649,620,False,2.26,2.21,Current Employee
Eric,Smith,1990-02-16,5049 Melanie Common Apt. 801,43711,Male,Black,Proficient,Basic,High School,3.56,3.3,9.1,0.0,ISFP,322,526,False,2.35,2.1,Current Employee
Susan,Taylor,1989-08-04,37028 Cannon Plains Suite 243,60531,Female,Black,Proficient,Proficient,High School,3.19,2.85,9.2,0.0,ESTJ,387,577,False,2.38,2.3,Current Employee
Alyssa,Poole,1989-03-09,09518 Peter Fork,55864,Female,Black,Proficient,Basic,High School,3.51,3.48,9.3,0.0,ISTP,365,713,True,2.29,2.21,Current Employee
Sandra,Gonzalez,1992-06-04,64484 Bishop Junction,43357,Female,Black,Fluent,Basic,Associates,2.07,3.49,5.1,0.0,ESTJ,19044,2004,False,1.68,1.68,Current Employee
Teresa,Mcfarland,1984-01-06,057 Daniel Neck Suite 822,30167,Female,Black,Basic,Proficient,None,,,14.9,0.0,ISTP,2055,1073,True,3.18,3.0,Current Employee
Tracy,Bailey,1988-07-26,1293 Barnes Ridges,30167,Female,Black,Fluent,Basic,None,,,9.9,0.0,ENFJ,323,829,False,2.53,2.15,Current Employee
Ryan,Johnson,1989-08-18,98160 Johnson Mission Apt. 887,30167,Male,Black,Proficient,Basic,None,,,8.9,0.0,ESFJ,379,846,False,2.17,1.8,Current Employee
Autumn,Aguilar,1983-03-30,0289 Larsen Pine,43357,Female,Black,Fluent,Basic,High School,3.96,3.91,16.1,0.0,ESFP,612,987,False,4.1,3.68,Current Employee
Michelle,Flores,1998-05-31,554 Alexander Overpass Suite 605,55864,Female,Black,Fluent,Basic,None,,,1.5,0.0,ESTJ,1859,928,False,0.56,0.48,Fired
Holly,Butler,1993-12-06,327 Luna Locks Suite 582,72361,Female,Black,Fluent,Basic,High School,3.37,2.87,4.0,0.0,ENTJ,672,4339,True,1.32,1.32,Current Employee
Rachel,Best,1994-11-12,517 Roy Mills Suite 182,55864,Female,Black,Basic,Basic,High School,2.66,2.51,2.5,0.0,ENTJ,330,980,False,0.64,0.68,Current Employee
Robert,Adams,1995-11-27,1510 Martin Bridge Suite 242,30167,Male,Black,Fluent,Basic,None,,,1.9,0.0,ISFP,676,829,False,0.71,0.52,Current Employee
Claire,Mcdowell,1995-08-14,56898 Dawn Parks,30167,Female,Black,Fluent,Basic,High School,3.28,2.66,2.1,0.0,ESFP,323,699,False,1.04,0.91,Current Employee
Kelly,Carter,1985-04-15,1242 Walsh Viaduct,30167,Female,Black,Basic,Basic,None,,,13.3,0.0,ISFP,683,5429,False,2.86,2.47,Fired
Eric,Williams,1989-06-17,043 Davis Walk Apt. 241,43711,Male,Black,Basic,Basic,High School,3.8,2.82,8.1,0.0,ESTP,856,1300,False,1.94,1.87,Current Employee
George,Lam,1998-08-13,111 Oconnell Overpass Suite 363,59010,Male,Black,Proficient,Basic,High School,2.62,2.56,0.2,0.0,ESTJ,466,3042,False,0.32,0.36,Fired
Kimberly,Contreras,1984-03-20,5859 Paul Loop Apt. 107,55864,Female,Black,Fluent,Basic,High School,2.61,3.38,13.5,0.0,ENFP,1569,4208,False,3.5,3.17,Current Employee
Sarah,Keller,1994-06-09,41123 Bill Springs Suite 337,60531,Female,Black,Basic,Basic,High School,3.22,3.0,5.7,0.0,ESTP,560,686,False,1.38,1.36,Current Employee
David,Thomas,1995-06-25,23132 Elizabeth Mountains,60531,Male,Black,Proficient,Basic,None,,,2.5,0.0,ISTP,502,1056,False,0.63,0.59,Current Employee
Elizabeth,Kelly,1985-04-30,44948 Jeremy Curve Apt. 727,60531,Female,Black,Fluent,Basic,None,,,14.8,0.0,ISTJ,382,8021,False,3.34,3.0,Current Employee
Matthew,Schneider,1984-12-06,1432 Vasquez Lodge,59010,Male,Black,Fluent,Basic,High School,2.91,3.92,14.2,0.0,ISFP,1413,30182,False,3.52,3.16,Current Employee
Kenneth,Frazier,1983-05-15,4331 Moore Squares Suite 119,30167,Male,Black,Fluent,Basic,None,,,14.3,0.0,ISFP,932,924,True,3.4,2.99,Current Employee
Rickey,Cameron,1988-01-01,99876 Gross Shore Suite 237,30167,Male,Black,Basic,Basic,High School,3.48,2.54,9.7,0.0,ESFJ,638,2165,False,2.32,2.03,Current Employee
Steven,Davis,1996-03-24,161 Moore Keys Suite 083,30167,Male,Black,Basic,Basic,Associates,3.32,2.51,3.8,0.0,ISFJ,347,735,False,0.97,0.9,Current Employee
Victoria,White,1993-05-28,225 Ryan Glen,60531,Female,Black,Fluent,Basic,Associates,3.53,3.02,5.8,0.0,ENFP,1031,1522,False,1.97,1.88,Current Employee
Randy,Moreno,1992-05-25,32385 Emily Lake Apt. 459,55864,Male,Black,Fluent,Basic,None,,,7.4,0.0,INFJ,596,508,False,1.87,1.55,Current Employee
John,Lopez,1987-01-21,89860 Jennifer Bypass Apt. 766,43711,Male,Black,Basic,Basic,High School,3.75,3.76,12.1,0.0,ESTP,1375,897,False,2.8,2.65,Current Employee
